StationID,StationName,County,TWD67_X,TWD67_Y,Original_WGS84_Lat,Original_WGS84_Lon,Converted_WGS84_Lat,Converted_WGS84_Lon,Conversion_Distance_meters,Conversion_Distance_km
C2FA00,烏石坑,臺中市,120.939447,24.275269,24.273503,120.947617,24.275269,120.939447,852.2899654877715,0.8522899654877715
C2F9A0,中竹林,臺中市,120.743333,24.105556,24.103556,120.751061,24.105556,120.743333,816.3314883378061,0.8163314883378061
C2G840,北斗,彰化縣,120.506528,23.879222,23.877586,120.514222,23.879222,120.506528,804.2887009373476,0.8042887009373476
C2H950,中寮,南投縣,120.758528,23.886278,23.884447,120.766406,23.886278,120.758528,827.5419010450169,0.8275419010450169
C2I090,鳳凰,南投縣,120.779167,23.729722,23.728081,120.787347,23.729722,120.779167,853.6361810575836,0.8536361810575837
C2F860,梨山,臺中市,121.237667,24.245,24.247522,121.243669,24.245,121.237667,670.50602114201,0.67050602114201
C2K240,草嶺,雲林縣,120.685342,23.597319,23.59555,120.693461,23.597319,120.685342,851.5239124725215,0.8515239124725215
C2E520,大湖,苗栗縣,120.862694,24.4167,24.414939,120.870872,24.4167,120.862694,852.0572996654264,0.8520572996654264
C2F000,大肚,臺中市,120.564,24.154667,24.15295,120.572117,24.154667,120.564,846.5718148372475,0.8465718148372475
C2E540,龍溪,苗栗縣,120.775556,24.608056,24.606489,120.783933,24.608056,120.775556,865.9019231262508,0.8659019231262508
C2F930,大甲,臺中市,120.632361,24.349917,24.347667,120.640403,24.349917,120.632361,853.2731079895973,0.8532731079895973
C2G870,芳苑,彰化縣,120.311861,23.924,23.922303,120.320025,23.924,120.311861,852.1798763832115,0.8521798763832116
C2G640,鹿港,彰化縣,120.422222,24.076944,24.0753,120.430481,24.076944,120.422222,859.3849935407744,0.8593849935407745
C2M910,嘉義大學,嘉義市,120.477795,23.473087,23.471325,120.485903,23.473087,120.477795,851.0090493119314,0.8510090493119314
C2O950,安南,臺南市,120.136667,23.078333,23.076694,120.144861,23.078333,120.136667,858.9856626150149,0.858985662615015
C2M410,馬頭山,嘉義縣,120.573611,23.326389,23.324361,120.582017,23.326389,120.573611,888.5782720522851,0.8885782720522851
C2O810,曾文,臺南市,120.489222,23.221472,23.219681,120.497328,23.221472,120.489222,853.0705970123958,0.8530705970123957
C2O930,玉井,臺南市,120.452472,23.127833,23.126042,120.46055,23.127833,120.452472,850.8423994835131,0.850842399483513
C2V260,月眉,高雄市,120.531778,22.972778,22.971003,120.539853,22.972778,120.531778,851.0530544906375,0.8510530544906375
C2V250,甲仙,高雄市,120.5825,23.081667,23.080106,120.591758,23.081667,120.5825,964.2109236179014,0.9642109236179014
C2N160,西拉雅風管處,臺南市,120.327209,23.191241,23.189481,120.335297,23.191241,120.327209,850.6664330282681,0.850666433028268
C2A920,富貴角,新北市,121.557278,25.265556,25.263783,121.565258,25.265556,121.557278,827.4941446501523,0.8274941446501523
C2A880,福隆,新北市,121.934167,25.019167,25.017842,121.942083,25.019167,121.934167,812.3703793591478,0.8123703793591478
C2A540,四堵,新北市,121.737519,24.894394,24.8926,121.745736,24.894394,121.737519,853.6727749441792,0.8536727749441791
C2A560,福山,新北市,121.494583,24.778333,24.776203,121.502811,24.778333,121.494583,864.9114481123615,0.8649114481123615
C2D720,關西工作站,新竹縣,121.176589,24.759045,24.757275,121.184792,24.759045,121.176589,852.5573923817169,0.8525573923817169
C2D730,寶山農場,新竹縣,120.967953,24.734205,24.732444,120.976153,24.734205,120.967953,852.1935812808225,0.8521935812808226
C2H9K0,屯原,南投縣,121.201235,24.069754,24.067969,121.209389,24.069754,121.201235,852.4842877957328,0.8524842877957328
C2G980,田頭村,彰化縣,120.436042,23.828053,23.8263,120.444175,23.828053,120.436042,851.0902099536172,0.8510902099536172
C2K610,草嶺石壁,雲林縣,120.699612,23.604239,23.602469,120.707731,23.604239,120.699612,851.5071339125112,0.8515071339125112
C2F990,摩天嶺,臺中市,120.928649,24.324225,24.322458,120.936819,24.324225,120.928649,852.0060174538194,0.8520060174538193
C2M920,朴子農改,嘉義縣,120.251277,23.47164,23.469889,120.259383,23.47164,120.251277,850.5403268618928,0.8505403268618928
C2M620,瑞里,嘉義縣,120.667039,23.546903,23.545133,120.675197,23.546903,120.667039,855.7327534702026,0.8557327534702026
C2A660,瑞芳,新北市,121.792639,25.114861,25.113169,121.801147,25.114861,121.792639,878.3206142189881,0.8783206142189881
C2A650,火燒寮,新北市,121.734572,25.004411,25.002719,121.742892,25.004411,121.734572,860.539635127998,0.860539635127998
C2H9W0,大坪頂農水,南投縣,120.92463,24.044894,24.043122,120.932781,24.044894,120.92463,852.0098158748405,0.8520098158748405
C2K620,馬光農場,雲林縣,120.370739,23.723205,23.721453,120.378864,23.723205,120.370739,850.917102072551,0.850917102072551
C2FB50,出雲,臺中市,120.894632,24.208236,24.206469,120.902794,24.208236,120.894632,851.9470805393379,0.8519470805393379
C2FB60,頭櫃山,臺中市,120.850769,24.131608,24.129842,120.858925,24.131608,120.850769,851.8093896125813,0.8518093896125813
C2H9D0,三隻寮,南投縣,120.853424,24.094845,24.093078,120.861578,24.094845,120.853424,851.8671602392891,0.8518671602392891
C2H9E0,國姓南港,南投縣,120.838415,23.912878,23.911108,120.846556,23.912878,120.838415,851.7897980415624,0.8517897980415624
C2H9F0,柑林,南投縣,120.838924,24.020426,24.018658,120.847072,24.020426,120.838924,851.7634799332363,0.8517634799332363
C2H9G0,百勝,南投縣,120.90121,24.052912,24.051142,120.909361,24.052912,120.90121,851.9087551797478,0.8519087551797478
C2M930,石卓,嘉義縣,120.694154,23.480516,23.478744,120.702264,23.480516,120.694154,851.417442967643,0.851417442967643
C2M940,日野賀,嘉義縣,120.719062,23.435829,23.434056,120.727169,23.435829,120.719062,851.4157507527534,0.8514157507527534
C2M950,太和,嘉義縣,120.694847,23.540143,23.538372,120.702961,23.540143,120.694847,851.4268838936244,0.8514268838936244
C2K630,荷苞,雲林縣,120.587023,23.65948,23.657717,120.595144,23.65948,120.587023,851.1896333661783,0.8511896333661784
